100
42 42 73 20 48 32 79 56 74 75 16 85 38 52 16 33 83 92 21 45 82 52 45 56 77 75 88 75 40 87 70 33 29 43 53 28 74 83 83 47 9 98 83 46 2 98 79 84 42 51 28 23 2 24 78 30 50 17 56 90 4 26 22 84 68 74 11 41 57 94 40 17 43 22 63 44 72 41 27 13 43 6 35 44 29 64 25 79 81 80 20 36 5 41 71 24 67 81 17 75 
26 56 91 69 29 53 64 100 45 91 64 87 48 98 82 77 14 6 7 94 86 26 81 42 18 51 18 84 83 34 58 9 41 49 29 69 53 44 21 98 34 36 84 82 34 18 10 99 23 68 44 60 93 24 2 10 26 71 46 8 4 3 68 44 51 48 64 56 92 36 53 77 72 88 10 57 5 19 55 28 38 98 39 30 73 92 92 98 62 37 5 65 91 73 60 94 72 24 49 63 
59 1 92 82 40 1 38 45 72 92 24 9 41 62 91 13 54 82 10 15 70 67 80 60 91 91 53 62 66 53 77 25 53 68 58 93 20 96 89 91 39 12 100 80 73 42 44 78 75 6 93 44 24 24 55 14 14 60 27 80 12 55 56 17 22 13 9 42 60 97 84 99 60 35 30 84 76 25 62 50 30 54 93 53 29 100 18 94 59 97 25 70 51 80 38 25 45 46 66 56 
94 1 6 5 36 35 89 11 12 50 61 41 55 5 46 83 4 15 28 14 11 53 36 62 32 73 86 28 71 3 36 16 3 41 21 38 28 9 1 39 10 61 79 16 17 76 50 73 91 77 38 1 29 73 14 13 46 99 92 68 53 27 83 56 68 3 45 95 63 45 33 24 57 63 39 26 91 88 98 81 65 35 33 93 60 47 57 57 97 49 24 50 75 6 57 42 61 53 36 75 
98 20 99 6 35 37 31 25 25 80 5 41 67 89 33 26 35 90 82 84 38 57 33 64 14 41 6 74 93 93 49 42 65 47 48 99 35 30 23 59 62 79 99 28 67 84 5 54 25 38 37 14 94 21 77 7 61 34 33 53 27 33 47 91 31 46 41 65 75 63 76 88 93 26 15 59 9 71 12 85 8 100 98 1 20 27 60 80 60 92 85 86 24 31 28 54 28 20 70 54 
34 45 42 26 71 56 37 31 27 48 16 86 100 65 87 19 91 98 99 3 89 35 40 64 17 20 69 44 39 38 97 73 83 38 98 5 46 34 35 24 34 2 9 33 19 47 51 61 44 1 63 84 35 3 99 3 22 19 46 60 57 95 32 91 84 82 95 29 15 81 4 48 35 65 32 53 63 83 65 59 35 28 42 22 30 93 24 3 11 70 62 67 16 46 9 99 27 55 80 93 
88 35 93 22 99 24 26 62 58 90 20 93 69 13 14 98 57 37 52 68 58 14 86 25 11 95 24 89 1 55 81 88 89 73 61 88 49 86 1 6 28 72 50 96 36 15 46 93 52 97 60 61 62 97 86 24 91 61 12 44 15 45 31 3 17 92 42 17 29 94 23 8 65 24 4 1 39 1 93 42 49 4 54 63 100 39 86 43 51 50 86 65 94 16 20 10 59 61 79 88 
55 1 47 19 76 50 71 14 2 63 55 51 18 61 13 18 99 50 60 2 99 45 66 92 12 85 54 23 98 32 62 52 84 8 22 11 10 93 25 11 7 31 13 25 91 77 94 42 27 53 43 77 49 60 21 12 45 74 34 42 57 95 45 92 3 66 2 12 10 78 74 69 9 87 45 51 63 38 44 41 42 38 18 42 98 38 53 42 63 87 35 71 33 79 62 87 96 15 98 58 
93 72 26 53 10 22 55 72 59 99 13 52 36 30 93 33 19 97 26 81 35 12 51 68 42 64 54 90 78 4 47 22 27 24 26 36 45 81 7 55 31 71 6 66 52 50 51 70 46 28 2 81 92 52 48 33 67 53 22 45 56 20 18 82 43 44 17 39 24 76 93 54 46 50 71 98 99 73 19 97 53 21 29 44 24 28 28 91 80 2 35 88 21 4 69 16 47 38 54 22 
13 99 75 10 48 98 59 99 22 30 95 74 50 23 69 73 50 49 63 81 50 49 68 22 53 89 37 51 26 43 73 90 41 99 99 88 96 10 38 70 39 84 95 40 58 64 12 59 64 27 40 13 27 7 34 31 95 71 82 72 65 54 61 5 52 12 44 100 21 82 21 11 65 15 50 23 30 13 81 93 91 72 5 18 31 91 100 25 13 81 49 77 86 9 81 90 72 24 41 92 
57 61 54 22 27 55 96 57 68 28 1 10 100 6 27 30 48 79 6 60 11 54 36 97 15 68 38 86 91 78 30 48 90 83 21 16 90 16 24 57 95 25 18 94 82 97 23 29 75 81 88 85 34 75 33 48 42 70 34 32 99 63 31 88 97 3 56 86 70 79 94 65 3 12 58 84 60 33 64 34 13 51 18 98 25 3 98 18 72 31 50 71 45 32 10 93 87 17 31 56 
96 76 20 50 39 30 86 98 14 49 31 78 52 1 75 28 3 72 46 26 54 47 48 50 30 10 95 16 26 25 72 73 100 43 75 39 24 60 88 89 60 19 66 63 71 93 91 25 16 88 50 22 34 98 23 15 59 17 31 84 41 54 57 93 48 31 83 24 42 70 12 53 40 30 16 62 74 58 86 89 45 88 62 30 37 85 44 95 1 26 30 94 79 86 38 27 68 72 50 61 
93 13 14 85 42 81 46 67 38 84 56 34 23 69 63 59 53 58 5 6 84 34 51 62 20 40 40 39 11 41 52 3 54 17 39 47 97 37 14 86 20 21 71 94 89 85 52 94 42 56 51 77 89 53 91 60 92 30 51 2 23 54 56 28 70 47 74 18 83 39 55 54 59 25 47 100 9 50 45 2 5 47 79 45 99 21 57 90 50 59 43 24 12 50 51 33 96 77 50 78 
15 4 31 74 80 29 25 40 78 21 41 34 67 71 31 65 91 39 54 93 97 96 16 60 45 19 92 93 95 41 70 9 96 53 34 75 81 10 14 11 30 6 44 96 77 26 60 19 64 65 11 60 12 79 71 57 97 62 1 91 54 70 51 49 74 37 75 7 46 40 17 76 98 12 71 74 90 83 44 53 47 55 65 59 85 35 67 81 97 67 23 50 88 25 51 62 61 77 20 7 
17 88 82 14 99 4 39 40 38 82 93 85 88 57 95 72 43 13 4 91 31 26 93 18 51 43 31 11 71 50 69 39 89 2 4 88 6 42 79 43 76 71 79 15 79 25 87 22 89 90 64 19 68 56 89 70 50 19 32 21 21 1 59 9 2 15 48 59 56 79 54 83 49 84 98 80 61 36 53 49 77 16 68 96 72 56 65 73 26 49 93 98 49 4 59 2 18 58 13 25 
36 18 60 37 1 9 16 61 44 68 10 72 35 29 68 6 36 32 31 61 32 75 11 32 78 21 34 47 78 98 24 66 15 35 2 15 43 69 28 38 36 89 9 22 17 76 28 52 60 58 64 91 84 26 23 62 46 8 60 76 5 35 41 19 69 94 85 63 62 64 100 49 52 9 70 20 36 49 23 95 58 39 86 42 64 60 55 10 67 66 37 23 53 29 93 73 22 77 36 35 
93 35 35 44 95 56 16 31 57 38 77 66 76 14 59 40 73 65 1 91 31 37 13 35 65 5 7 38 34 42 24 26 29 10 21 75 65 36 5 73 74 82 39 49 95 49 40 20 14 92 10 96 80 75 30 96 79 88 33 64 82 8 89 10 17 10 84 34 97 41 6 70 74 96 71 20 45 62 39 10 54 1 5 33 75 86 29 5 73 13 69 54 21 9 15 37 18 51 22 67 
43 28 36 16 75 58 87 19 20 78 28 25 78 84 57 4 69 37 60 94 2 28 47 22 37 14 10 6 64 84 72 6 11 60 73 85 69 59 56 88 36 35 64 65 19 73 68 39 9 28 32 62 7 79 83 95 92 45 53 7 80 76 12 90 87 36 26 56 94 33 43 30 68 7 46 38 79 14 76 39 93 8 1 51 38 35 46 81 31 50 87 10 25 50 51 12 85 29 67 30 
61 61 59 80 19 5 17 49 70 93 40 14 52 92 64 41 78 61 21 9 10 59 70 87 60 73 50 96 1 68 25 61 28 36 41 99 92 9 99 61 53 90 26 4 81 89 44 59 2 16 19 63 26 40 49 85 12 98 80 12 65 5 25 45 92 65 95 83 25 45 95 78 35 20 81 15 60 77 25 61 44 95 24 70 35 24 54 46 22 86 58 38 42 82 82 33 98 28 15 22 
73 9 51 7 80 84 73 39 60 50 52 3 44 27 72 78 50 78 76 23 63 33 61 4 66 94 88 15 22 2 88 94 62 39 100 93 22 24 31 81 73 34 35 69 60 59 46 62 36 21 84 98 5 96 53 70 90 40 36 11 93 24 4 6 62 55 98 83 30 80 15 3 14 49 71 25 7 68 38 94 41 74 43 97 69 95 19 58 86 54 68 30 77 23 35 38 77 32 72 7 
64 86 61 29 87 83 53 45 2 43 39 94 16 81 91 84 28 61 42 65 14 9 95 43 84 81 32 60 13 4 18 76 41 78 4 27 12 8 24 14 50 62 7 17 94 49 1 73 9 42 90 23 2 84 17 85 64 48 97 28 51 14 55 44 44 10 22 55 70 45 68 71 58 27 88 4 75 88 28 84 81 17 58 34 52 74 71 68 73 67 47 76 32 2 19 75 63 40 82 32 
37 49 55 46 27 42 49 54 81 77 37 13 45 46 98 97 71 68 16 43 34 62 18 66 63 36 92 78 28 73 61 16 74 15 61 100 8 62 5 40 90 93 52 34 38 50 82 60 69 97 3 3 59 20 20 73 8 63 50 87 36 11 54 9 77 14 60 85 75 65 24 16 57 28 50 47 29 83 6 97 80 60 51 90 32 22 62 91 85 12 77 20 74 30 80 50 95 91 86 22 
7 62 37 16 41 38 62 69 21 19 17 52 79 20 41 10 41 54 100 25 17 28 96 90 9 27 92 55 18 77 76 76 90 65 91 30 54 4 50 74 23 67 77 53 86 69 62 78 23 13 55 39 40 50 29 100 77 72 54 46 100 30 21 90 46 64 19 99 67 69 25 89 87 1 41 24 70 54 53 92 66 7 82 57 57 62 56 85 33 10 82 33 91 2 74 36 65 44 86 84 
64 10 72 50 63 65 25 32 18 78 75 36 84 8 92 92 70 100 28 2 61 9 86 51 63 59 38 79 3 23 62 66 85 86 68 47 50 44 30 19 21 56 54 57 63 98 48 32 97 76 86 57 36 23 59 50 34 96 29 88 70 42 5 6 27 72 52 28 16 33 47 88 88 52 44 3 49 44 34 45 71 71 53 6 94 11 56 79 58 36 66 80 77 70 85 4 94 89 83 61 
21 29 48 9 81 92 63 81 87 96 78 57 19 30 62 64 93 69 42 2 4 59 81 81 28 18 36 21 6 18 81 78 99 81 38 31 24 100 11 10 48 40 66 66 70 79 81 62 48 74 15 51 32 96 83 59 65 70 32 70 40 64 99 90 44 37 20 19 36 82 28 83 22 45 100 43 24 80 56 71 53 70 73 36 65 8 95 81 77 78 2 68 93 1 57 89 37 28 7 72 
10 35 7 83 31 6 77 54 86 32 24 90 1 49 26 18 56 72 98 84 1 100 52 93 100 60 81 88 88 40 59 49 26 65 83 56 23 59 10 8 90 85 49 42 33 26 59 40 97 9 76 49 60 27 42 59 38 74 98 25 13 56 25 38 73 7 94 95 65 3 54 54 87 54 96 72 80 6 11 28 14 86 77 73 64 70 83 2 43 80 78 56 88 3 45 12 9 38 58 26 
92 63 79 79 16 26 50 47 84 12 27 49 50 3 22 13 24 56 66 18 88 44 25 27 98 70 38 6 7 95 31 99 9 62 29 24 39 30 23 22 41 49 23 42 3 44 55 26 51 72 43 38 15 68 64 12 89 53 70 47 99 52 97 7 13 25 31 4 6 53 77 47 53 99 40 55 94 94 80 45 18 74 34 32 93 50 96 81 54 17 28 53 68 24 59 33 1 41 36 6 
45 12 4 97 11 44 51 56 89 82 52 6 56 86 90 100 87 37 81 92 53 60 44 20 35 55 52 35 47 39 93 92 51 96 40 13 91 91 68 80 24 72 37 79 57 26 31 95 62 11 86 14 22 82 86 56 36 37 43 82 76 35 25 78 82 65 42 73 7 61 52 30 32 40 61 40 66 91 34 79 53 72 45 74 5 30 81 92 18 23 25 45 9 50 22 91 66 15 63 24 
76 66 5 7 5 17 47 70 59 32 1 11 55 45 36 59 74 17 50 43 91 27 88 100 76 61 42 93 76 4 16 3 69 20 9 25 89 7 47 47 39 47 58 93 91 45 4 16 13 5 58 56 31 97 55 58 10 96 50 85 51 17 87 71 89 47 95 77 54 41 23 92 39 32 36 81 29 91 96 41 48 6 96 78 54 2 88 63 49 37 99 51 6 85 21 94 84 68 22 37 
8 44 80 99 28 67 79 56 58 27 48 5 84 96 34 37 97 21 52 98 10 50 48 67 87 69 12 70 36 33 58 95 28 37 45 55 3 24 62 12 50 10 68 85 57 54 21 53 74 24 2 35 74 50 53 60 70 64 81 57 96 38 3 24 74 48 30 28 23 44 40 72 5 59 56 61 12 28 65 38 52 67 72 77 16 77 88 37 40 68 45 36 57 47 11 30 46 40 9 68 
35 100 39 39 59 46 99 70 26 64 7 29 30 31 5 97 7 44 85 98 11 29 33 19 75 95 100 21 87 8 88 21 8 79 60 18 76 58 39 53 73 98 33 2 28 89 50 86 32 34 35 94 62 68 12 89 14 11 61 100 19 100 21 78 78 80 95 6 89 33 10 62 82 43 15 9 31 17 46 63 50 33 56 64 52 20 4 65 30 64 65 100 63 85 77 93 16 23 50 56 
8 59 69 89 53 84 50 84 52 47 98 1 79 53 16 30 24 19 95 54 34 11 53 49 95 82 41 62 56 42 17 15 52 86 56 5 21 5 88 72 3 85 24 34 89 92 15 13 10 61 18 96 71 22 44 17 55 36 78 11 77 47 77 80 84 32 84 4 88 23 27 91 7 50 76 48 41 90 12 3 51 81 98 73 2 93 90 57 28 19 19 56 65 95 35 48 27 71 3 14 
93 29 56 52 31 31 99 71 21 62 25 23 42 74 95 95 66 84 51 45 3 21 52 19 16 87 19 94 9 21 59 1 50 15 52 80 45 2 2 17 63 79 39 56 52 34 51 70 69 53 14 71 74 66 42 41 4 60 34 12 80 92 64 81 58 16 12 3 69 14 71 32 92 10 39 95 95 89 64 63 42 30 86 15 47 27 7 50 38 40 13 17 83 76 98 41 43 61 43 12 
74 13 95 17 74 33 64 68 74 79 83 15 8 68 81 54 46 87 55 83 78 19 51 60 47 100 100 89 61 94 52 34 59 46 3 32 31 18 52 4 96 34 70 4 1 50 9 98 88 16 80 65 34 30 24 80 30 76 21 90 69 72 75 27 70 29 11 52 46 62 55 42 95 24 97 47 25 57 44 12 72 75 28 58 4 3 89 85 78 9 26 47 33 1 25 54 81 35 5 27 
96 59 20 42 34 16 40 10 24 83 21 96 9 100 53 65 2 41 49 80 2 75 26 34 27 2 39 7 37 43 85 84 53 4 26 86 71 65 47 95 100 67 42 8 18 46 72 19 38 73 98 39 47 75 24 25 77 62 83 65 56 68 48 8 23 73 45 94 90 91 40 89 9 81 48 26 26 72 45 15 44 94 54 42 21 29 66 49 43 100 13 98 67 60 6 90 85 50 35 26 
93 74 66 1 54 13 27 31 36 23 97 79 68 2 20 88 31 37 36 73 37 100 22 55 12 79 44 48 29 78 73 73 3 90 73 8 2 51 38 90 73 87 68 41 88 40 80 18 76 16 42 64 67 16 19 78 94 14 25 74 44 49 46 46 38 19 54 92 69 43 81 94 29 48 86 17 87 65 86 15 32 80 30 99 95 100 28 88 14 53 62 57 53 7 54 91 77 7 82 98 
50 62 43 30 61 28 46 100 44 84 66 76 63 95 26 57 95 53 44 8 57 57 16 10 64 69 100 92 28 33 89 29 46 31 58 6 10 56 57 54 39 22 29 1 17 6 57 11 58 52 70 15 9 37 76 24 57 75 15 36 59 56 64 4 38 22 9 48 77 18 1 67 39 81 67 55 86 23 17 95 26 38 61 34 26 36 57 35 62 72 70 20 79 34 23 16 7 84 63 83 
1 15 1 39 47 67 46 84 41 14 79 66 52 91 100 29 27 8 63 88 79 33 60 9 66 34 25 72 17 39 6 69 54 6 60 100 24 57 36 64 70 14 81 73 4 80 2 82 88 64 22 18 48 81 27 13 14 3 36 83 41 93 3 94 50 62 46 73 18 81 88 40 46 69 12 1 100 65 35 39 81 56 9 28 88 35 93 1 89 28 35 29 73 90 23 22 51 20 47 21 
52 34 12 49 54 23 49 54 88 83 92 68 90 100 47 77 86 39 30 74 19 16 55 91 5 29 64 8 48 10 28 51 96 39 99 1 13 99 54 52 34 98 71 23 49 18 100 87 56 81 12 74 96 66 16 1 94 80 8 93 41 87 43 88 77 93 89 89 92 94 93 25 43 63 47 92 80 98 30 36 78 41 61 74 7 77 26 52 8 33 45 100 71 39 40 47 32 80 87 23 
73 79 99 16 42 97 59 21 95 88 8 24 28 21 97 86 49 22 38 8 6 34 7 76 24 46 22 55 25 61 29 50 39 27 17 80 24 27 53 70 14 12 93 93 32 42 31 80 15 20 87 21 5 46 48 28 43 22 83 20 82 63 69 20 42 37 52 17 63 4 86 28 15 30 72 99 71 2 30 86 21 17 58 25 14 5 5 56 78 39 75 59 1 95 31 42 31 82 10 45 
37 95 24 3 25 96 1 95 49 31 32 22 99 89 98 12 46 2 67 23 40 42 82 41 88 64 34 71 45 44 67 81 90 91 83 66 38 36 13 86 66 44 7 64 85 5 75 30 6 93 52 46 86 85 38 74 48 23 44 44 18 10 24 60 52 59 25 89 94 37 75 11 33 33 74 17 37 100 46 95 92 97 92 78 34 29 51 81 3 46 25 21 7 100 80 11 58 56 99 3 
93 25 13 25 58 38 93 94 37 38 88 81 86 79 58 19 59 60 100 14 57 76 34 15 75 65 25 85 72 24 39 64 100 4 40 57 41 84 51 30 21 90 62 7 21 71 77 31 30 28 44 38 3 29 52 30 45 29 14 17 52 4 32 3 7 24 60 100 7 62 81 28 51 42 86 23 64 62 54 45 90 97 82 44 78 85 73 22 13 38 38 16 42 70 19 100 93 78 99 99 
39 31 78 41 24 63 16 87 77 69 31 66 17 12 9 94 49 34 68 61 71 5 77 12 26 47 64 70 24 14 21 14 45 98 6 20 13 21 7 89 41 37 6 10 1 66 55 49 99 22 61 22 79 89 85 4 35 48 26 10 62 46 23 58 95 81 77 7 1 83 47 94 72 4 3 24 70 9 24 20 31 84 93 61 25 78 16 59 77 41 69 38 38 43 47 33 23 24 39 24 
58 86 69 81 41 23 4 10 31 27 82 13 63 74 73 87 3 41 97 80 81 65 69 71 8 16 3 82 39 41 57 48 78 25 29 19 47 84 80 30 11 13 42 25 39 67 63 41 7 59 20 39 76 89 9 35 56 63 16 46 4 73 93 33 49 73 3 96 57 35 77 19 47 70 43 37 36 57 78 94 67 49 85 94 89 45 80 44 8 96 41 63 20 34 47 20 6 50 67 14 
36 43 32 82 13 26 19 48 82 48 94 1 48 78 94 37 74 74 32 81 21 73 95 92 58 42 11 15 43 78 29 78 20 60 59 32 86 29 32 19 28 77 19 76 6 65 64 79 38 47 12 10 19 6 1 28 47 11 43 89 40 71 18 60 30 77 43 67 57 26 86 37 2 4 64 59 68 27 38 57 73 1 66 44 6 18 71 5 81 13 45 20 35 63 79 65 91 74 31 99 
99 68 35 53 72 50 11 91 76 100 100 1 100 17 44 58 35 66 14 15 31 10 34 65 72 65 81 14 38 64 65 88 31 51 92 2 1 3 45 76 54 96 28 54 12 23 63 46 89 76 12 71 37 46 35 61 62 68 74 51 31 90 38 61 41 82 15 41 84 59 68 89 6 96 94 17 18 56 63 58 83 74 28 20 71 15 80 84 82 5 34 12 95 24 24 35 5 38 27 40 
48 94 28 53 41 22 70 59 29 84 68 12 9 96 83 32 62 62 15 95 66 1 58 12 24 81 46 80 71 24 19 18 18 98 23 58 71 44 68 100 27 36 63 87 83 45 18 44 58 85 38 75 85 95 87 60 27 84 39 97 8 9 67 77 58 89 34 81 32 54 80 10 89 94 96 71 38 66 66 47 2 55 21 38 1 7 97 27 43 87 24 50 47 90 26 56 30 11 36 61 
64 67 70 4 60 17 26 49 34 91 95 35 45 16 72 45 74 20 72 16 58 47 17 4 88 94 60 17 5 47 29 20 14 98 76 73 66 1 22 100 92 68 86 36 83 10 33 9 81 56 24 39 2 93 94 41 86 5 57 42 52 85 14 65 34 89 89 51 89 10 2 80 78 88 68 12 49 52 20 29 7 96 19 60 40 13 100 77 69 8 19 20 44 84 36 29 72 25 31 12 
86 33 92 15 20 11 79 20 14 50 48 20 97 67 31 36 31 82 13 99 89 83 71 84 66 58 64 37 34 94 48 20 26 91 34 97 53 64 16 66 14 16 37 10 34 67 46 64 100 10 14 88 92 36 23 57 94 86 45 27 32 44 98 9 87 84 6 39 47 73 57 60 40 45 70 73 64 67 88 63 76 2 3 67 37 25 75 82 63 19 61 46 62 58 54 100 41 59 39 40 
84 47 99 23 43 20 96 6 38 83 21 13 36 23 31 25 99 57 58 13 75 18 58 89 76 12 88 68 22 78 59 57 76 58 80 19 29 27 76 67 61 96 31 97 70 14 73 21 70 30 33 97 48 43 37 75 54 76 94 27 54 53 84 81 62 15 51 42 41 27 60 1 74 43 49 96 56 21 16 77 3 48 25 50 90 61 76 95 37 69 74 42 73 57 22 86 71 25 28 63 
3 87 15 76 29 64 71 36 36 38 65 38 86 89 39 27 2 14 22 90 35 95 31 59 3 4 45 25 28 72 39 30 10 53 58 39 68 80 74 4 18 38 93 55 79 32 81 80 97 54 69 83 48 51 42 2 54 38 26 34 9 64 15 18 69 24 8 36 4 34 91 73 23 84 27 1 67 7 80 15 61 100 98 60 50 91 62 56 28 39 41 88 55 55 57 75 31 17 10 34 
50 1 6 72 36 84 25 2 90 56 16 2 56 65 62 57 55 75 12 34 65 4 73 71 11 30 45 41 46 55 74 47 7 31 18 42 14 42 95 55 98 62 57 5 27 70 61 33 44 25 19 60 28 91 31 38 72 75 78 17 81 3 63 87 85 33 80 98 26 26 5 75 88 61 79 66 30 92 50 25 16 68 84 95 11 14 33 82 41 62 99 21 17 13 60 1 97 39 51 75 
17 55 49 4 15 28 21 96 19 70 20 86 38 3 80 48 69 64 81 9 78 31 29 46 44 40 46 92 31 48 66 47 2 15 50 68 94 70 15 64 91 34 1 80 89 32 79 57 96 60 65 25 90 45 70 85 85 67 77 15 15 94 61 68 60 62 88 53 83 2 68 73 36 68 53 24 100 31 80 47 90 96 23 32 40 44 16 76 10 92 42 76 86 54 44 97 15 31 50 49 
32 69 22 19 89 26 42 40 8 73 38 50 68 60 81 60 3 96 87 64 40 81 40 77 34 35 73 1 65 74 49 48 43 22 67 31 47 8 70 7 33 7 56 52 18 36 63 72 31 2 35 70 82 26 98 15 60 71 67 76 44 68 24 86 89 90 68 88 49 37 94 33 95 49 85 12 36 47 83 66 48 18 88 81 95 85 96 55 7 14 30 51 81 53 88 22 94 56 9 43 
44 54 75 39 54 11 50 89 10 85 6 9 54 45 90 48 82 37 2 88 50 84 90 31 36 78 52 82 33 12 24 76 17 50 66 22 13 68 62 22 52 67 30 57 64 19 4 97 55 58 36 57 41 26 87 28 3 90 9 87 53 84 14 69 34 32 90 98 99 51 19 2 69 100 58 84 71 61 80 77 18 16 33 10 41 71 38 95 12 46 33 64 30 46 32 15 77 73 64 27 
75 82 28 96 33 85 79 3 98 11 32 67 26 64 77 18 87 66 64 98 11 96 62 92 93 45 58 22 70 21 48 44 54 28 39 87 12 18 41 61 28 72 28 5 36 56 74 22 21 37 71 83 84 32 75 76 29 84 49 98 5 49 41 58 76 80 96 39 49 37 100 28 8 79 32 95 34 5 68 6 93 39 88 76 22 14 3 50 98 52 47 54 52 88 11 27 19 59 17 67 
95 16 46 54 46 77 49 31 33 68 36 77 58 24 52 80 89 6 29 38 9 28 91 60 67 54 86 85 12 3 3 58 70 48 11 68 76 11 98 60 79 34 36 88 9 39 67 49 44 48 87 53 27 77 12 93 30 50 29 93 4 83 50 25 82 61 92 57 23 42 68 53 27 3 41 35 93 7 35 36 6 21 40 32 50 4 76 31 53 4 24 8 86 25 84 67 85 76 75 60 
69 42 12 95 96 52 81 88 11 15 76 68 36 15 100 85 18 75 15 22 31 90 81 68 15 65 87 51 92 61 10 60 55 22 54 2 25 86 42 87 100 17 55 87 83 54 23 53 80 90 26 62 31 7 30 45 71 16 96 62 28 57 73 82 30 26 84 7 63 25 93 14 93 47 1 75 52 75 79 32 16 5 45 47 11 74 91 81 41 38 94 69 95 66 2 76 43 85 82 5 
61 75 70 5 21 22 32 25 97 10 8 12 14 52 58 24 26 1 56 18 38 1 86 84 18 88 12 60 24 93 16 37 19 86 41 92 7 24 16 55 34 23 19 47 74 76 23 51 28 30 69 18 83 54 53 100 93 64 60 17 9 27 5 27 64 97 18 71 21 33 77 54 55 95 52 29 23 26 31 50 8 99 19 90 5 72 89 49 35 100 17 43 79 21 22 42 18 39 64 90 
